3790	"Сведения по используемым спутниковым ПРМ на сети АО ""Казтелерадио""  "																
																	
	Наименование ОДРТ, ДРТ	Наименование района	Наименование РТС	 № ТВК, мгц 	Программа	Стандарт вещания	Тип приемника 	серийный , номер   .	U/A, электронный номер 	S/N, серийный номер.	Назначение 	Принадлежность ПРМ	Основная спутниковая антенна, тип антенны, размер м.	Наличие резервной спутниковой антенны, тип антенны, размер м.	Примечание 	Прием с KasSat 2	Примечание
	Мангистауская  	Каракиянский	Сенек		1MUX	DVB-S2	ProView 7100   				Основной 		офсетная, d 2,4 м.	офсетная, d 2,4 м.			
	Мангистауская  	Каракиянский	Сенек		1MUX	DVB S2	ProView 7100   				резерв						
	Мангистауская  	Каракиянский	Ст.Жетыбай	10	Евразия	DigiCipher-II	DSR205K		000-03454-57873-032	2019476235006544	Основной 	"ПРМ АО ""Казтелерадио"""	Параболическая d-2,5м	нет		да	
	Мангистауская  	Каракиянский	Ст.Жетыбай	37	24Kz	DigiCipher-II	DSR205K		000-03454-55203-088	2019476229002477	Основной 	"ПРМ АО ""Казтелерадио"""				да	
	Мангистауская  	Каракиянский	Ст.Жетыбай	6	Казахстан	DigiCipher-II	DSR205K		000-03454-52659-246	2019476202000346	Основной 	"ПРМ АО ""Казтелерадио"""				да	
	Мангистауская  	Каракиянский	Ст.Жетыбай	34	ОТРК(ОБЛТВ)	DVB-S2	 MT330    		201310061807	20635608985	Основной 	ПРМ ТРК			принадлежность ПРМ ОТРК		
	Мангистауская  	Каракиянский	Ст.Жетыбай	12	Хабар	DigiCipher-II	DSR205K		000-03454-55020-079	2019476229001470	Основной 	"ПРМ АО ""Казтелерадио"""				да	
	Мангистауская  	Каракиянский	Ст.Жетыбай		1MUX	DVB-S2	ProView 7100   				Основной 		офсетная, d 2,4 м.	офсетная, d 2,4 м.			
	Мангистауская  	Каракиянский	Ст.Жетыбай		1MUX	DVB S2	ProView 7100   				резерв						
	Мангистауская  	Тупкараганский	Таучик	6	Евразия	DigiCipher-II	DSR401		000-03427-00161-181	0615441323004249	Основной 	"ПРМ АО ""Казтелерадио"""	Параболическая d-2,5м	нет		да	
	Мангистауская  	Тупкараганский	Таучик	4	Казахстан	DigiCipher-II	DSR205K		000-03454-57536-035	2019476235002096	Основной 	"ПРМ АО ""Казтелерадио"""				да	
	Мангистауская  	Тупкараганский	Таучик	101	КазРВ	DigiCipher-II	DSR205K		000-03454-57549-096	2019476234018715	Основной 					да	
	Мангистауская  	Тупкараганский	Таучик	2	Хабар	DigiCipher-II	DSR-4400		000-03137-28806-241	0254017188000455	Основной 	"ПРМ АО ""Казтелерадио"""				да	
	Мангистауская  	Тупкараганский	Таучик	9	24Kz	DigiCipher-II	DSR-800		000-03189-58768-243	0345089227003230	Основной 	"ПРМ АО ""Казтелерадио"""				да	
	Мангистауская  	Тупкараганский	Таучик	34	ОТРК(ОБЛТВ)	DVB-S2	 MT330    		201310067698	20633943228	Основной 	ПРМ ТРК			принадлежность ПРМ ОТРК		
	Мангистауская  	Тупкараганский	Таучик		1MUX	DVB-S2	ProView 7100   				Основной 		офсетная, d 2,4 м.	офсетная, d 2,4 м.			
	Мангистауская  	Тупкараганский	Таучик		1MUX	DVB S2	ProView 7100   				резерв						
	Мангистауская  	Мангистауский	Тиген	10	Евразия	DigiCipher-II	DSR205K		000-03454-59267-112	2019476235008241	Основной 	"ПРМ АО ""Казтелерадио"""	Параболическая d-2,5м	нет		да	
	Мангистауская  	Мангистауский	Тиген	7	Казахстан	DigiCipher-II	DSR205K		000-03454-59591-100	2019476235001839	Основной 	"ПРМ АО ""Казтелерадио"""				да	
	Мангистауская  	Мангистауский	Тиген	5	Хабар	DigiCipher-II	DSR205K		000-03454-58079-139	2019476235011593	Основной 	"ПРМ АО ""Казтелерадио"""				да	
	Мангистауская  	Каракиянский	Тулеп	3	Евразия	DigiCipher-II	DSR401		 000-03427-01271-123	0615441333010179	Основной 	"ПРМ АО ""Казтелерадио"""	Параболическая d-2,5м	нет		нет	
	Мангистауская  	Каракиянский	Тулеп	8	Казахстан	DigiCipher-II	DSR401		 000-03427-00291-005	0615441323003112	Основной 	"ПРМ АО ""Казтелерадио"""				нет	
	Мангистауская  	Каракиянский	Тулеп	6	Хабар	DigiCipher-II	DSR205K		000-03454-57451-099	2019476235009811	Основной 	"ПРМ АО ""Казтелерадио"""				нет	
	Мангистауская  	Бейнеуский	Турыш	8	Евразия	DigiCipher-II	DSR205K		000-03454-58062-034	2019476235000580	Основной 	"ПРМ АО ""Казтелерадио"""	Параболическая d-2,5м	нет		нет	
	Мангистауская  	Бейнеуский	Турыш	11	Казахстан	DigiCipher-II	DSR205K		000-03454-57533-245	2019476235001686	Основной 	"ПРМ АО ""Казтелерадио"""				нет	
	Мангистауская  	Бейнеуский	Турыш	6	Хабар	DigiCipher-II	DSR401		000-03427-01241-162	0615441333008091	Основной 	"ПРМ АО ""Казтелерадио"""				нет	
	Мангистауская  	Бейнеуский	Турыш	22	ОТРК(ОБЛТВ)	DVB-S2	 MT330    		201310063366	20633870363	Основной 	ПРМ ТРК			принадлежность ПРМ ОТРК		
	Мангистауская  	Мангистауский	Тущибек	10	Казахстан	DigiCipher-II	DSR 402		000-03086-23139-092	0707474051020007	Основной 	"ПРМ АО ""Казтелерадио"""	Параболическая d-2,5м	нет		да	
	Мангистауская  	Мангистауский	Тущибек	7	Хабар	DigiCipher-II	DSR401		000-03427-00870-187	0615441333010810	Основной 	"ПРМ АО ""Казтелерадио"""				да	
	Мангистауская  	Мангистауский	Тущибек	26	ОТРК(ОБЛТВ)	DVB-S2	 MT330    		201310060188	20635622937	Основной 	ПРМ ТРК			принадлежность ПРМ ОТРК		
	Мангистауская  	Мангистауский	Тущикудук (Тущыкудык)	6	Евразия	DigiCipher-II	DSR-4400		000-03137-28987-039	0254017188001759	Основной 	"ПРМ АО ""Казтелерадио"""	Параболическая  d-4,0м	нет		да	
	Мангистауская  	Мангистауский	Тущикудук (Тущыкудык)	40	24Kz	DigiCipher-II	DSR205K		000-03454-52646-158	2019476202000605	Основной 	"ПРМ АО ""Казтелерадио"""				да	
	Мангистауская  	Мангистауский	Тущикудук (Тущыкудык)	2	Казахстан	DigiCipher-II	DSR205K		000-03454-57546-151	2019476235005714	Основной 	"ПРМ АО ""Казтелерадио"""				да	
	Мангистауская  	Мангистауский	Тущикудук (Тущыкудык)	4	Хабар	DigiCipher-II	DSR-4400		000-03137-99667-222	0254078208001555	Основной 	"ПРМ АО ""Казтелерадио"""				да	
	Мангистауская  	Мангистауский	Тущикудук (Тущыкудык)	27	ОТРК(ОБЛТВ)	DVB-S2	 MT330    		201310064285	20633868136	Основной 	ПРМ ТРК			принадлежность ПРМ ОТРК		
	Мангистауская  	Мангистауский	Тущикудук (Тущыкудык)	102.8	Шалкар	DigiCipher-II	DSR205K		000-03454-58650-058	2019476234003872	Основной 					да	
	Мангистауская  	Мангистауский	Тущикудук (Тущыкудык)		1MUX	DVB-S2	ProView 7100   				Основной 		офсетная, d 2,4 м.	офсетная, d 2,4 м.			
	Мангистауская  	Мангистауский	Тущикудук (Тущыкудык)		1MUX	DVB S2	ProView 7100   				резерв						
	Мангистауская  	Мангистауский	Урели	2	Казахстан	DigiCipher-II	DSR 402		000-03086-22175-066	0707474054002949	Основной 	"ПРМ АО ""Казтелерадио"""	Параболическая d-2,5м	нет		нет	
	Мангистауская  	Мангистауский	Урели	4	Хабар	DigiCipher-II	DSR205K		000-03454-57160-092	2019476235003826	Основной 	"ПРМ АО ""Казтелерадио"""				нет	
	Мангистауская  	Бейнеуский	Устюрт	2	Евразия	DigiCipher-II	DSR-4400		000-03137-39299-232	0254017193000297	Основной 	"ПРМ АО ""Казтелерадио"""	Параболическая d-2,5м	нет		нет	
	Мангистауская  	Бейнеуский	Устюрт	11	Казахстан	DigiCipher-II	DSR205K		000-03454-57545-161	2019476235009897	Основной 	"ПРМ АО ""Казтелерадио"""				нет	
	Мангистауская  	Бейнеуский	Устюрт	6	Хабар	DigiCipher-II	DSR-4400		000-03137-28984-017	0254017188001742	Основной 	"ПРМ АО ""Казтелерадио"""				нет	
	Мангистауская  	Бейнеуский	Устюрт	26	ОТРК(ОБЛТВ)	DVB-S2	 MT330    		201310065174	20633888803	Основной 	ПРМ ТРК			принадлежность ПРМ ОТРК		
	Мангистауская  	Мангистауский	Уштаган	12	Казахстан	DigiCipher-II	DSR205K		000-03454-57443-122	2019476235011746	Основной 	"ПРМ АО ""Казтелерадио"""	Параболическая d-2,5м	нет		нет	
	Мангистауская  	Мангистауский	Уштаган	8	Евразия	DigiCipher-II	DSR205K		000-03454-59584-147	2019476235009682	Основной 	"ПРМ АО ""Казтелерадио"""				нет	
	Мангистауская  	Мангистауский	Уштаган	10	Хабар	DigiCipher-II	DSR401		000-03427-00997-134	0615441333008473	Основной 	"ПРМ АО ""Казтелерадио"""				нет	
	Мангистауская  	Мангистауский	Уштаган	48	ОТРК(ОБЛТВ)	DVB-S2	 MT330    		201310064253	20634098774	Основной 	ПРМ ТРК			принадлежность ПРМ ОТРК		
	Мангистауская  	Мангистауский	Уштаган		1MUX	DVB-S2	ProView 7100   				Основной 		офсетная, d 2,4 м.	офсетная, d 2,4 м.			
	Мангистауская  	Мангистауский	Уштаган		1MUX	DVB S2	ProView 7100   				резерв						
	Мангистауская  	Тупкараганский	Форт-Шевченко	10	Евразия	DigiCipher-II	DSR205K		000-03454-59565-119	2019476235008364	Основной 	"ПРМ АО ""Казтелерадио"""	Параболическая d-2,5м	параболическая d-4 м		да	
	Мангистауская  	Тупкараганский	Форт-Шевченко	12	24Kz	DigiCipher-II	DSR401		000-03427-00618-117	0615441333010278	Основной 	"ПРМ АО ""Казтелерадио"""				да	
	Мангистауская  	Тупкараганский	Форт-Шевченко	7	Казахстан	DigiCipher-II	DSR-4400		000-03137-28805-199	0254017188000332	Основной 	"ПРМ АО ""Казтелерадио"""				да	
	Мангистауская  	Тупкараганский	Форт-Шевченко	101	КазРВ	DigiCipher-II	DSR205K		000-03454-59590-255	2019476235012651	Основной 					да	
	Мангистауская  	Тупкараганский	Форт-Шевченко	26	ОТРК(ОБЛТВ)	DVB-S2	 MT330    		201310065161	20633888530	Основной 	ПРМ ТРК			принадлежность ПРМ ОТРК		
	Мангистауская  	Тупкараганский	Форт-Шевченко	4	Хабар	DigiCipher-II	DSR-4400		000-03137-97362-024	0254078149000044	Основной 	"ПРМ АО ""Казтелерадио"""				да	
	Мангистауская  	Тупкараганский	Форт-Шевченко		1MUX	DVB-S2	ProView 7100   				Основной 		офсетная, d 2,4 м.	офсетная, d 2,4 м.			
